year,movie_name,release_date,opening_day,opening_weekend,week_1,lifetime_collection
2015,Badlapur,20 Feb 2015,7.0 Cr,23.5 Cr,36.31 Cr,50.07 Cr
2015,Koi Aae Na…,20 Feb 2015,N.A. Cr,N.A. Cr,0.003 Cr,0.003 Cr
2015,My Best Friend,13 Feb 2015,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2015,Roy,13 Feb 2015,10.40 Cr,28.68 Cr,41.77 Cr,44.52 Cr
2015,MSG The Messenger,13 Feb 2015,0 CrN.A,6 Cr,9.92 Cr,11.64 Cr
2015,Hum Tum Dushman Dushman,06 Feb 2015,N.A. Cr,N.A. Cr,0.14 Cr,0.15 Cr
2015,Jai Jawaan Jai Kisaan,06 Feb 2015,N.A. Cr,N.A. Cr,0.002 Cr,0.002 Cr
2015,Shamitabh,06 Feb 2015,3.5 Cr,13.25 Cr,19.2 Cr,22.46 Cr
2015,Chal Guru Ho Ja Shuru,30 Jan 2015,0 CrN.A,0 CrN.A,0.007 Cr,0.008 Cr
2015,Khamoshiyan,30 Jan 2015,1.92 Cr,6.67 Cr,11.3 Cr,14.06 Cr
2015,Hawaizaada,30 Jan 2015,0.57 Cr,2.0 Cr,3.43 Cr,3.53 Cr
2015,Rahasya,30 Jan 2015,0.06 Cr,0.29 Cr,0.65 Cr,0.97 Cr
2015,Baby,23 Jan 2015,9.3 Cr,36.07 Cr,63.82 Cr,95.56 Cr
2015,Dolly Ki Doli,23 Jan 2015,2.55 Cr,10.75 Cr,18.66 Cr,19.26 Cr
2015,Anjaan Parindey,16 Jan 2015,N.A. Cr,N.A. Cr,0.002 Cr,0.003 Cr
2015,Crazy Cukkad Family,16 Jan 2015,0.05 Cr,0 CrN.A,0.39 Cr,0.39 Cr
2015,Alone,16 Jan 2015,3.5 Cr,11.5 Cr,18.1 Cr,19.35 Cr
2015,Sharafat Gayi Tel Lene,16 Jan 2015,0.06 Cr,0 CrN.A,0.31 Cr,0.39 Cr
2015,I,14 Jan 2015,1.75 Cr,6.75 Cr,11 Cr,11.22 Cr
2015,Tevar,09 Jan 2015,7.05 Cr,22.05 Cr,32.64 Cr,39.26 Cr
2015,Kabuli Pathan,02 Jan 2015,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2015,Take It Easy,02 Jan 2015,N.A. Cr,N.A. Cr,0.32 Cr,0.36 Cr
2015,Mumbai Can Dance Saala,02 Jan 2015,N.A. Cr,N.A. Cr,0.13 Cr,0.14 Cr
2016,Love a Killer Trap,23 Dec 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Dangal,23 Dec 2016,29.78 Cr,107.01 Cr,197.54 Cr,387.38 Cr
2016,Pappu Ki Pagdandi,23 Dec 2016,0 CrN.A,0 CrN.A,0.007 Cr,0.007 Cr
2016,Six Plus One,23 Dec 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.003 Cr
2016,Sarthak,16 Dec 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Gol Time Gang Of Littles,16 Dec 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2016,Shor Se Shuruaat,16 Dec 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2016,Wajah Tum Ho,16 Dec 2016,2.86 Cr,7.79 Cr,10.29 Cr,10.37 Cr
2016,30 Minutes,09 Dec 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Befikre,09 Dec 2016,10.36 Cr,34.36 Cr,48.75 Cr,60.24 Cr
2016,Underworld: Blood Wars (English),02 Dec 2016,0 CrN.A,0 CrN.A,2.82 Cr,3.17 Cr
2016,Aasra,02 Dec 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2016,Kahaani 2,02 Dec 2016,4.25 Cr,16.97 Cr,24.26 Cr,32.93 Cr
2016,Moh Maya Money,25 Nov 2016,0 CrN.A,0 CrN.A,0.25 Cr,0.27 Cr
2016,Saansein – The Last Breath,25 Nov 2016,0.62 Cr,2.32 Cr,2.5 Cr,2.5 Cr
2016,Dear Zindagi,25 Nov 2016,8.75 Cr,32.50 Cr,47 Cr,68.16 Cr
2016,Love Hai Yaar Accept It,18 Nov 2016,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2016,Fantastic Beasts and Where to Find Them (English),18 Nov 2016,0 CrN.A,0 CrN.A,11.36 Cr,15.9 Cr
2016,Tum Bin 2,18 Nov 2016,0.6 Cr,1.8 Cr,4.25 Cr,4.42 Cr
2016,Force 2,18 Nov 2016,6.05 Cr,20.05 Cr,30.15 Cr,35.74 Cr
2016,Ishq Junoon,11 Nov 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2016,Dongri Ka Raja,11 Nov 2016,0 CrN.A,0 CrN.A,0.27 Cr,0.30 Cr
2016,Rock On!! 2,11 Nov 2016,2.02 Cr,7.01 Cr,10.01 Cr,10.47 Cr
2016,Yeh Hai Lollipop,11 Nov 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2016,Chaar Sahibzaade – Rise of Banda Singh Bahadur,11 Nov 2016,0 CrN.A,0 CrN.A,0.5 Cr,0.63 Cr
2016,Mahayoddha Rama,04 Nov 2016,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2016,Doctor Strange (English),04 Nov 2016,2.63 Cr,10.10 Cr,15.23 Cr,25.2 Cr
2016,Shivaay,28 Oct 2016,10.24 Cr,28.56 Cr,70.41 Cr,100.33 Cr
2016,Ae Dil Hai Mushkil,28 Oct 2016,13.30 Cr,35.60 Cr,80.19 Cr,112.48 Cr
2016,Final Cut Of Director,21 Oct 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2016,31st October,21 Oct 2016,0.10 Cr,0.70 Cr,1.0 Cr,1.04 Cr
2016,Gandhigiri,21 Oct 2016,0.12 Cr,0.32 Cr,0.42 Cr,0.43 Cr
2016,1:13:7 – Ek Tera Saath,21 Oct 2016,0 CrN.A,0 CrN.A,0.14 Cr,0.16 Cr
2016,Mmirsa,21 Oct 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Biwi. Com,21 Oct 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2016,My Father Iqbal,21 Oct 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2016,Love Day,21 Oct 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Fuddu,14 Oct 2016,0 CrN.A,0 CrN.A,0.18 Cr,0.18 Cr
2016,Saat Uchhakkey,14 Oct 2016,0.30 Cr,1.2 Cr,1.6 Cr,2 Cr
2016,Beiimaan Love,14 Oct 2016,0.70 Cr,1.7 Cr,2.1 Cr,2.18 Cr
2016,Miss.Khiladi – The Perfect Player,14 Oct 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Swadesh Ki Khatir,14 Oct 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Sri Siddhartha Gautama,14 Oct 2016,0 CrN.A,0 CrN.A,0.09 Cr,0.09 Cr
2016,Anna,14 Oct 2016,0.03 Cr,0.1 Cr,0.16 Cr,0.16 Cr
2016,Aakhir Kab Tak?,14 Oct 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Inferno (English),14 Oct 2016,0 CrN.A,0 CrN.A,8.5 Cr,8.5 Cr
2016,Motu Patlu – King of Kings,14 Oct 2016,0.40 Cr,2.25 Cr,2.9 Cr,4.27 Cr
2016,Suraag,14 Oct 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Khandala – Horror Begins,07 Oct 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Mirzya,07 Oct 2016,2.20 Cr,6.50 Cr,10 Cr,10.43 Cr
2016,Delhi Mere Baap ki,07 Oct 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Tutak Tutak Tutiya,07 Oct 2016,0.61 Cr,2.41 Cr,4.36 Cr,4.51 Cr
2016,M.S. Dhoni – The Untold Story,30 Sep 2016,21.30 Cr,66 Cr,94.13 Cr,133.04 Cr
2016,Brahmaand Nayak Sai Baba,30 Sep 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Delivery Boy,30 Sep 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Chapekar Brothers,23 Sep 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Parched,23 Sep 2016,0.12 Cr,0.62 Cr,1.07 Cr,1.32 Cr
2016,Dil Sala Sanki,23 Sep 2016,0 CrN.A,0 CrN.A,0.08 Cr,0.1 Cr
2016,Wah Taj,23 Sep 2016,0 CrN.A,0 CrN.A,0.09 Cr,0.11 Cr
2016,Yeh Hai Judgement Hanged Till Death,23 Sep 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Banjo,23 Sep 2016,1.72 Cr,5.92 Cr,8.67 Cr,8.80 Cr
2016,Days of Tafree,23 Sep 2016,0 CrN.A,0 CrN.A,1.86 Cr,1.99 Cr
2016,Pink,16 Sep 2016,4.32 Cr,21.51 Cr,35.91 Cr,65.39 Cr
2016,Raaz Reboot,16 Sep 2016,6.30 Cr,18.09 Cr,26.73 Cr,30.29 Cr
2016,Garam Reth,16 Sep 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Ishq Samundar,09 Sep 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Ek Kahani Julie Ki,09 Sep 2016,0 CrN.A,0 CrN.A,0.04 Cr,0.05 Cr
2016,Hero Hyderabadi,09 Sep 2016,0 CrN.A,0 CrN.A,0.11 Cr,0.15 Cr
2016,Freaky Ali,09 Sep 2016,2.55 Cr,0 CrN.A,13.5 Cr,14.67 Cr
2016,Baar Baar Dekho,09 Sep 2016,6.81 Cr,21.16 Cr,29.40 Cr,31.24 Cr
2016,Abhishaap Kamasutra Ka,04 Sep 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Sunshine Music Tours and Travels,02 Sep 2016,0 CrN.A,0 CrN.A,0.2 Cr,0.23 Cr
2016,Yea Toh Two Much Ho Gayaa,02 Sep 2016,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2016,Akira,02 Sep 2016,5.15 Cr,16.65 Cr,26.39 Cr,28.73 Cr
2016,Island City,02 Sep 2016,0 CrN.A,0 CrN.A,0.2 Cr,0.23 Cr
2016,Umformung,02 Sep 2016,0 CrN.A,0 CrN.A,0.005 Cr,0.005 Cr
2016,Missing On A Weekend,26 Aug 2016,0 CrN.A,0 CrN.A,0.09 Cr,0.09 Cr
2016,Waarrior Savitri,25 Aug 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,A Flying Jatt,25 Aug 2016,7.10 Cr,29.45 Cr,36.85 Cr,38.61 Cr
2016,Happy Bhag Jayegi,19 Aug 2016,2.32 Cr,10.71 Cr,17.65 Cr,28.82 Cr
2016,Ben-Hur (English),19 Aug 2016,0 CrN.A,0 CrN.A,3.8 Cr,3.8 Cr
2016,Un-Indian (English),19 Aug 2016,0 CrN.A,0 CrN.A,0.27 Cr,0.27 Cr
2016,Meeradha,19 Aug 2016,0 CrN.A,0 CrN.A,0.004 Cr,0.004 Cr
2016,Lucchey laffange,19 Aug 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Yeh Kaisi Hai Aashiqui,19 Aug 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2016,Rustom,12 Aug 2016,14.11 Cr,50.42 Cr,90.90 Cr,127.49 Cr
2016,Mohenjo Daro,12 Aug 2016,8.87 Cr,30.54 Cr,51.18 Cr,58 Cr
2016,Jason Bourne (English),05 Aug 2016,0 CrN.A,0 CrN.A,1.25 Cr,1.35 Cr
2016,Purab Ki Awaz,05 Aug 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Budhia Singh – Born To Run,05 Aug 2016,0.25 Cr,1.2 Cr,1.80 Cr,1.85 Cr
2016,Fever,05 Aug 2016,0.14 Cr,0.48 Cr,0.80 Cr,0.81 Cr
2016,Hai Apna Dil Toh Awara,05 Aug 2016,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2016,The Legend of Michael Mishra,05 Aug 2016,0.18 Cr,0.54 Cr,0.65 Cr,0.66 Cr
2016,Love Ke Funday,29 Jul 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Murder Madhuri,29 Jul 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Dishoom,29 Jul 2016,11.05 Cr,37.32 Cr,53.34 Cr,70 Cr
2016,Ghostbusters: Answer the Call (English),29 Jul 2016,0 CrN.A,0 CrN.A,1.4 Cr,1.4 Cr
2016,Mission Tiger,29 Jul 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2016,Lights Out (English),22 Jul 2016,0 CrN.A,0 CrN.A,3.75 Cr,3.75 Cr
2016,M Cream,22 Jul 2016,0 CrN.A,0 CrN.A,0.23 Cr,0.31 Cr
2016,Kabali,22 Jul 2016,5.2 Cr,19.15 Cr,28 Cr,28 Cr
2016,Ishq Click,22 Jul 2016,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2016,Madaari,22 Jul 2016,2.25 Cr,9.75 Cr,14 Cr,18.07 Cr
2016,Ice Age: Collision Course (English),15 Jul 2016,1.90 Cr,8.50 Cr,0 CrN.A,12.50 Cr
2016,Great Grand Masti,15 Jul 2016,2.50 Cr,8.2 Cr,13.14 Cr,13.59 Cr
2016,Sultan,06 Jul 2016,36.54 Cr,180.36 Cr,229.16 Cr,300.45 Cr
2016,The Legend of Tarzan (English),01 Jul 2016,1.6 Cr,0 CrN.A,7.15 Cr,7.25 Cr
2016,Kerry on Kutton,01 Jul 2016,0 CrN.A,0 CrN.A,0.06 Cr,0.06 Cr
2016,Shorgul,01 Jul 2016,0.3 Cr,0.9 Cr,1.1 Cr,1.11 Cr
2016,Hot Teri Deewangi,01 Jul 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Dil Toh Dewaana Hai,01 Jul 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Hawas Ki Intehaa,01 Jul 2016,0 CrN.A,0 CrN.A,0.007 Cr,0.007 Cr
2016,Junooniyat,24 Jun 2016,0.4 Cr,1.5 Cr,3.7 Cr,4.10 Cr
2016,A Scandall,24 Jun 2016,0 CrN.A,0 CrN.A,0.06 Cr,0.12 Cr
2016,Independence Day: Resurgence (English),24 Jun 2016,4.70 Cr,16.90 Cr,24.10 Cr,24.10 Cr
2016,Rough Book,24 Jun 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,7 Hours To Go,24 Jun 2016,0 CrN.A,0 CrN.A,0.45 Cr,0.49 Cr
2016,Raman Raghav 2.0,24 Jun 2016,1.10 Cr,3.98 Cr,6.01 Cr,7.0 Cr
2016,Udta Punjab,17 Jun 2016,10.05 Cr,33.80 Cr,48.50 Cr,60.33 Cr
2016,Bhouri,17 Jun 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Any Time Money,17 Jun 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Dhanak,17 Jun 2016,0.29 Cr,1.89 Cr,0 CrN.A,1.89 Cr
2016,Baromas,17 Jun 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Home Stay – Stay Alive,17 Jun 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Finding Dory (English),17 Jun 2016,1.02 Cr,5.29 Cr,7.68 Cr,10.72 Cr
2016,TE3N,10 Jun 2016,2.61 Cr,11.13 Cr,16.34 Cr,19.08 Cr
2016,Warcraft (English),10 Jun 2016,0 CrN.A,0 CrN.A,4.5 Cr,4.5 Cr
2016,The Conjuring 2 (English),10 Jun 2016,5.25 Cr,19.75 Cr,35.80 Cr,61.78 Cr
2016,Do Lafzon Ki Kahani,10 Jun 2016,1.03 Cr,3.74 Cr,5.54 Cr,5.54 Cr
2016,Project Marathwada,03 Jun 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Housefull 3,03 Jun 2016,15.21 Cr,53.31 Cr,80.10 Cr,109.14 Cr
2016,Veerappan,27 May 2016,1.77 Cr,5.95 Cr,7.45 Cr,7.50 Cr
2016,Fredrick,27 May 2016,0 CrN.A,0 CrN.A,0 CrN.A,0.12 Cr
2016,The Angry Birds Movie (English),27 May 2016,2.20 Cr,9.04 Cr,14.09 Cr,17.59 Cr
2016,Phobia,27 May 2016,0.25 Cr,1.24 Cr,2.34 Cr,2.52 Cr
2016,Waiting,27 May 2016,0.27 Cr,1.3 Cr,2.05 Cr,2.85 Cr
2016,Sarbjit,20 May 2016,3.69 Cr,13.96 Cr,22.09 Cr,27.38 Cr
2016,X-Men: Apocalypse (English),20 May 2016,4.51 Cr,16.21 Cr,0 CrN.A,33.56 Cr
2016,Khel To Abb Shuru Hoga,13 May 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2016,Chudail Story,13 May 2016,0 CrN.A,0 CrN.A,0.09 Cr,0.18 Cr
2016,Azhar,13 May 2016,6.30 Cr,20.8 Cr,29.70 Cr,33.03 Cr
2016,1920 London,06 May 2016,2.50 Cr,7.73 Cr,12.45 Cr,15.45 Cr
2016,Mission 36 Garh,06 May 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Captain America: Civil War (English),06 May 2016,8.53 Cr,27.13 Cr,42.72 Cr,59.50 Cr
2016,Buddha In A Traffic Jam,06 May 2016,0 CrN.A,0 CrN.A,0.23 Cr,0.3 Cr
2016,One Night Stand,06 May 2016,0.6 Cr,1.96 Cr,2.96 Cr,3.05 Cr
2016,Dear Dad,06 May 2016,0 CrN.A,0 CrN.A,0.13 Cr,0.13 Cr
2016,Shaukeen Kaminay,29 Apr 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Shortcut Safaari,29 Apr 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2016,Traffic,29 Apr 2016,0.4 Cr,1.98 Cr,3.15 Cr,3.75 Cr
2016,Baaghi,29 Apr 2016,11.94 Cr,38.58 Cr,59.72 Cr,76.34 Cr
2016,Santa Banta Pvt. Ltd.,22 Apr 2016,0.1 Cr,0.37 Cr,0.64 Cr,0.66 Cr
2016,Jhamela,22 Apr 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Nil Battey Sannata,22 Apr 2016,0.32 Cr,1.88 Cr,2.78 Cr,4.82 Cr
2016,Laal Rang,22 Apr 2016,0.25 Cr,0.85 Cr,1.62 Cr,1.66 Cr
2016,Aakhri Sauda – The Last Deal,22 Apr 2016,0 CrN.A,0 CrN.A,0.05 Cr,0.07 Cr
2016,Fan,15 Apr 2016,19.20 Cr,52.35 Cr,71.50 Cr,84.10 Cr
2016,Hum Bade Aashiq Mizaaj,15 Apr 2016,0 CrN.A,0 CrN.A,0.002 Cr,0.005 Cr
2016,Love Games,08 Apr 2016,1.03 Cr,3.06 Cr,3.94 Cr,4.04 Cr
2016,Hum Hain Wonder Boys,08 Apr 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2016,The Jungle Book (English),08 Apr 2016,10.09 Cr,40.47 Cr,74.08 Cr,188 Cr
2016,Club Dancer,08 Apr 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.08 Cr
2016,Kung Fu Panda 3 (English),01 Apr 2016,2.10 Cr,10.10 Cr,13 Cr,32 Cr
2016,Ki & Ka,01 Apr 2016,7.30 Cr,25.23 Cr,37.57 Cr,52.31 Cr
2016,Love Chakra,01 Apr 2016,0 CrN.A,0 CrN.A,0.04 Cr,0.08 Cr
2016,Munni Metric Pass 2,25 Mar 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2016,Tann Mann aur Dhan,25 Mar 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Crime Affairs Aur Badla,25 Mar 2016,0 CrN.A,0 CrN.A,0.006 Cr,0.01 Cr
2016,Batman V Superman: Dawn of Justice (English),25 Mar 2016,8.25 Cr,25.5 Cr,38.5 Cr,38.5 Cr
2016,Rocky Handsome,24 Mar 2016,5.39 Cr,16.12 Cr,22.85 Cr,25.155 Cr
2016,Kapoor & Sons,18 Mar 2016,6.85 Cr,26.35 Cr,46.93 Cr,73.29 Cr
2016,Mumbai Central,18 Mar 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Awesome Mausam,18 Mar 2016,0 CrN.A,0 CrN.A,0.015 Cr,0.015 Cr
2016,Miss Teacher,18 Mar 2016,0 CrN.A,0 CrN.A,0.27 Cr,0.32 Cr
2016,Cute Kameena,18 Mar 2016,0 CrN.A,0 CrN.A,0.1 Cr,0.16 Cr
2016,Dare You,18 Mar 2016,0 CrN.A,0 CrN.A,0.05 Cr,0.1 Cr
2016,Dirty Boss,11 Mar 2016,0 CrN.A,0 CrN.A,0.005 Cr,0.005 Cr
2016,Global Baba,11 Mar 2016,0 CrN.A,0 CrN.A,0.07 Cr,0.1 Cr
2016,Murari The Mad Gentleman,11 Mar 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2016,Teraa Surroor,11 Mar 2016,1.79 Cr,6.46 Cr,11.38 Cr,14.15 Cr
2016,Jai Gangaajal,04 Mar 2016,5.5 Cr,17.7 Cr,25.2 Cr,32.63 Cr
2016,Zubaan,04 Mar 2016,0 CrN.A,0 CrN.A,0.39 Cr,0.46 Cr
2016,Rhythm,26 Feb 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2016,Tere Bin Laden Dead Or Alive,26 Feb 2016,0.54 Cr,1.76 Cr,2.86 Cr,2.93 Cr
2016,The Revenant (English),26 Feb 2016,1 Cr,3.50 Cr,0 CrN.A,3.50 Cr
2016,Jab Tum Kaho,26 Feb 2016,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2016,Love Shagun,26 Feb 2016,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2016,Bollywood Diaries,26 Feb 2016,N.A. Cr,N.A. Cr,0.3 Cr,0.37 Cr
2016,Dhara 302,26 Feb 2016,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2016,Aligarh,26 Feb 2016,0.31 Cr,1.29 Cr,2.09 Cr,2.5 Cr
2016,Ye Kaisa Pal Do Pal Ka Pyar,19 Feb 2016,0 CrN.A,0 CrN.A,0.015 Cr,0.03 Cr
2016,Ishq Forever,19 Feb 2016,0 CrN.A,0 CrN.A,0.28 Cr,0.28 Cr
2016,Neerja,19 Feb 2016,4.70 Cr,22.01 Cr,35.32 Cr,75.61 Cr
2016,Direct Ishq,19 Feb 2016,0 CrN.A,0 CrN.A,0.11 Cr,0.11 Cr
2016,LoveShhuda,19 Feb 2016,0.64 Cr,2.17 Cr,2.98 Cr,3.07 Cr
2016,Sanam Re,12 Feb 2016,5.04 Cr,17.05 Cr,25.82 Cr,27.74 Cr
2016,Deadpool (English),12 Feb 2016,4.10 Cr,14.25 Cr,22.52 Cr,29.02 Cr
2016,Fitoor,12 Feb 2016,3.61 Cr,14.11 Cr,18.61 Cr,19.28 Cr
2016,Ghayal Once Again,05 Feb 2016,7.20 Cr,23.25 Cr,33.25 Cr,35.7 Cr
2016,Sanam Teri Kasam,05 Feb 2016,1.25 Cr,4.66 Cr,8.66 Cr,9.11 Cr
2016,BHK Bhalla@Halla.Kom,05 Feb 2016,0 CrN.A,0 CrN.A,0.06 Cr,0.07 Cr
2016,Saala Khadoos,29 Jan 2016,2.19 Cr,9.93 Cr,12.63 Cr,14.79 Cr
2016,Mastizaade,29 Jan 2016,5.59 Cr,18.45 Cr,28.74 Cr,36.44 Cr
2016,Airlift,22 Jan 2016,12.35 Cr,44.30 Cr,83.50 Cr,128.1 Cr
2016,Kyaa Kool Hain Hum 3,22 Jan 2016,8.15 Cr,20.15 Cr,29.65 Cr,30.25 Cr
2016,Jugni,22 Jan 2016,0 CrN.A,0 CrN.A,0.11 Cr,0.11 Cr
2016,Apne Apne Phanday,15 Jan 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2016,Rebellious Flower,15 Jan 2016,0 CrN.A,0 CrN.A,0.1 Cr,0.1 Cr
2016,Chalk N Duster,15 Jan 2016,0 CrN.A,0 CrN.A,1.33 Cr,1.66 Cr
2016,Chhota Bheem – Himalayan Adventure,08 Jan 2016,0 CrN.A,0 CrN.A,2.8 Cr,3.84 Cr
2016,Rasik Balma,08 Jan 2016,N.A. Cr,N.A. Cr,0.001 Cr,0.001 Cr
2016,Chauranga,08 Jan 2016,0 CrN.A,0 CrN.A,0.08 Cr,0.10 Cr
2016,Wazir,08 Jan 2016,5.61 Cr,21.01 Cr,29.95 Cr,41.02 Cr
2016,Tere Jism Se Jaan Tak,01 Jan 2016,0 CrN.A,0 CrN.A,0.0015 Cr,0.002 Cr
2016,Jee Lene Do Ek Pal,01 Jan 2016,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Jumanji: Welcome to The Jungle (English),29 Dec 2017,4.11 Cr,15.84 Cr,28.74 Cr,51.90 Cr
2017,Modi Ka Gaon,29 Dec 2017,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2017,Tiger Zinda Hai,22 Dec 2017,34.10 Cr,114.93 Cr,206.04 Cr,339.16 Cr
2017,Ek Andekha Sach,15 Dec 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Journey Of Bhangover,15 Dec 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Star Wars: The Last Jedi (English),15 Dec 2017,2 Cr,7.25 Cr,9.6 Cr,11.95 Cr
2017,Game Of Ayodhya,15 Dec 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Monsoon Shootout,15 Dec 2017,0 CrN.A,0 CrN.A,0.6 Cr,0.6 Cr
2017,Sallu Ki Shaadi,08 Dec 2017,0 CrN.A,0 CrN.A,0.51 Cr,0.79 Cr
2017,Galti Sirf Tumhari,08 Dec 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Fukrey Returns,08 Dec 2017,8.10 Cr,32.20 Cr,50.55 Cr,80.32 Cr
2017,Game Over,08 Dec 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Arey Budbak Bhag!,08 Dec 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Pyar Se Bolo Devaa,08 Dec 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Viraam,01 Dec 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Tera Intezaar,01 Dec 2017,0.5 Cr,1.5 Cr,1.90 Cr,1.95 Cr
2017,Hungama on Honeymoon Hills,01 Dec 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Firangi,01 Dec 2017,1.85 Cr,6.60 Cr,9.50 Cr,10.27 Cr
2017,Murder On The Orient Express (English),24 Nov 2017,0.75 Cr,3.5 Cr,4.75 Cr,8.08 Cr
2017,Julie 2,24 Nov 2017,0.52 Cr,1.59 Cr,2.1 Cr,2.24 Cr
2017,Coco (English),24 Nov 2017,0.5 Cr,3.15 Cr,4 Cr,4 Cr
2017,Woh Bangaya Killer,24 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
